2015-01,192615435.555,22296250.4804	
2015-02,163201616.491,22819330.4505	
2015-03,211640851.482,25109620.8505	
2015-04,209648410.033,24657360.1705	
2015-05,216139065.355,27249622.0506	
2015-06,201861091.469,24515124.3705	
2015-07,186638728.654,22983460.0305	
2015-08,179733157.44,22879747.3305	
2015-09,185064177.563,22471945.5204	
2015-10,203433426.198,24262306.8305	
2015-11,185159354.522,22483766.6304	
2015-12,188189975.913,23712975.8805	
