2015-03-06,446842,63909,83134,27,12,20, ,19,M,0.0,0.00,6.3	
2015-03-07,504246,73297,81468,38,18,28, ,18,M,0.0,0.00,5.2	
2015-03-08,411917,57377,61824,49,37,43, ,16,M,0.0,0.00,5.1	
2015-03-09,392009,44832,53920,54,40,47,RA,13,M,0.0,0.01,4.7	
2015-03-10,413949,51179,72185,53,39,46,RA BR,11,M,0.0,0.46,3.5	
2015-03-11,428366,50252,65315,59,44,52,BR,6,M,0.0,0.01,6.9	
2015-03-12,461719,54166,74038,47,36,42, ,4,M,0.0,0.00,8.2	
2015-03-13,476936,64178,79272,43,31,37, ,2,M,0.0,0.00,6.5	
2015-03-14,496525,71314,90956,51,40,46,RA BR,1,M,0.0,0.81,5.5	
2015-03-15,418778,60306,63421,44,36,40, ,0,M,0.0,0.00,11.3	
2015-03-16,374820,44450,54824,52,35,44, ,0,M,0.0,0.00,3.9	
2015-03-17,413376,50346,62886,57,34,46,RA,0,M,0.0,0.02,9.7	
2015-03-18,452981,51635,70384,39,29,34, ,0,M,0.0,0.00,9.5	
2015-03-19,451904,52935,75839,43,29,36, ,0,M,0.0,0.00,5.9	
2015-03-20,458225,61968,95273,38,29,34,SN FG+ FZFG BR HZ,0,M,4.5,0.40,7.9	
2015-03-21,468108,69231,80745,47,29,38,BR HZ,5,M,  T,  T,5.4	
2015-03-22,429016,62057,69337,43,28,36, ,0,M,0.0,0.00,7.5	
2015-03-23,390353,46717,60498,38,23,31, ,0,M,0.0,0.00,6.7	
2015-03-24,412152,45811,64400,45,26,36, ,0,M,0.0,0.00,4.0	
2015-03-25,427026,50370,73953,49,34,42,RA BR,0,M,0.0,0.05,4.4	
2015-03-26,427632,53254,78552,62,42,52,RA BR HZ,0,M,0.0,0.32,2.9	
2015-03-27,465493,63319,84977,46,39,43,RA BR,0,M,0.0,0.27,4.3	
2015-03-28,510351,76226,92527,40,26,33,SN HZ,0,M,  T,  T,7.7	
2015-03-29,424267,61984,75648,46,25,36, ,0,M,0.0,0.00,6.3	
2015-03-30,391004,45070,62780,54,36,45,SN,0,M,  T,  T,7.9	
2015-03-31,429914,51135,78893,47,35,41,RA,0,M,  T,0.17,5.4	
2015-04-01,440246,51943,69223,51,32,42, ,0,M,0.0,0.00,5.2	
2015-04-02,444300,55928,74069,67,41,54, ,0,M,0.0,0.00,6.2	
2015-04-03,444077,60434,75983,64,59,62,RA BR HZ,0,M,0.0,0.04,6.6	
2015-04-04,440170,68373,69189,60,42,51,RA BR,0,M,0.0,0.01,10.0	
2015-04-05,377462,58745,58357,61,42,52, ,0,M,0.0,0.00,4.8	
2015-04-06,375754,43483,53565,63,42,53, ,0,M,0.0,0.00,4.3	
2015-04-07,425909,47404,68079,62,42,52,RA BR HZ,0,M,0.0,0.15,7.0	
2015-04-08,443492,50396,72023,45,37,41,BR,0,M,0.0,0.00,11.4	
2015-04-09,460476,51804,77520,43,37,40,BR,0,M,0.0,0.00,9.0	
2015-04-10,468077,59253,81439,56,39,48,RA BR HZ,0,M,0.0,0.17,4.6	
2015-04-11,473730,72944,82547,57,44,51, ,0,M,0.0,0.00,8.7	
2015-04-12,407342,60888,67726,66,43,55, ,0,M,0.0,0.00,3.3	
2015-04-13,377158,44318,56655,68,50,59, ,0,M,0.0,0.00,4.6	
2015-04-14,411892,44103,63393,65,55,60, ,0,M,0.0,0.01,3.9	
2015-04-15,427092,48469,66534,72,51,62, ,0,M,0.0,0.00,6.2	
2015-04-16,452157,53163,78808,64,52,58, ,0,M,0.0,0.00,6.5	
2015-04-17,469283,60053,83855,71,55,63,RA,0,M,0.0,0.08,5.2	
2015-04-18,500928,75616,94196,80,59,70, ,0,M,0.0,0.00,4.3	
2015-04-19,445785,64273,78107,64,48,56, ,0,M,0.0,0.00,8.5	
2015-04-20,397259,46724,78076,57,46,52,RA FG BR,0,M,0.0,1.37,7.4	
2015-04-21,426137,44991,68712,65,52,59,RA BR,0,M,0.0,0.20,6.0	
2015-04-22,432491,50457,82124,69,48,59,RA,0,M,0.0,0.05,6.4	
